Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1771802180,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1771802181,10,GET,/tools.descartes.teastore.webui/category?category=[id]&page=[n],0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,6,0,910.0,909.130361166414,895.6836249999469,913.132833000418,115785.5
1771802181,10,GET,/tools.descartes.teastore.webui/home,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,0,900.0,899.8520205004752,895.3359160004766,904.3681250004738,8905.0
1771802181,10,GET,/tools.descartes.teastore.webui/product?id=[id],0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,0,921.3847089995397,921.5765839999221,921.3847089995397,921.7684590003046,152521.0
1771802181,10,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,10,0,910.0,909.7639375999279,895.3359160004766,921.7684590003046,101756.5
1771802182,20,GET,/tools.descartes.teastore.webui/category?category=[id]&page=[n],0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,13,0,200.0,472.0090576156508,43.12066700003925,913.132833000418,114577.53846153847
1771802182,20,GET,/tools.descartes.teastore.webui/home,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,4,0,45,472.13131224907556,43.53887499746634,904.3681250004738,8905.0
1771802182,20,GET,/tools.descartes.teastore.webui/product?id=[id],0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,6,0,140.0,420.95122933278617,138.92774999840185,921.7684590003046,138146.5
1771802182,20,,Aggregated,0.000000,0.000000,200,900,910,910,910,920,920,920,920,920,920,23,0,200.0,458.71088582593393,43.12066700003925,921.7684590003046,102348.13043478261
1771802183,30,GET,/tools.descartes.teastore.webui/category?category=[id]&page=[n],0.000000,0.000000,540,570,570,570,580,580,580,580,580,580,580,24,0,540.0,473.52863529188954,19.470374998491025,913.132833000418,117494.70833333333
1771802183,30,GET,/tools.descartes.teastore.webui/home,0.000000,0.000000,45,45,900,900,900,900,900,900,900,900,900,6,0,44,319.9568471657888,11.749749999580672,904.3681250004738,8905.0
1771802183,30,GET,/tools.descartes.teastore.webui/product?id=[id],0.000000,0.000000,550,580,580,580,580,590,590,590,590,590,590,16,0,320.0,406.62380993740044,69.85237499975483,921.7684590003046,136709.1875
1771802183,30,,Aggregated,0.000000,0.000000,540,580,580,900,910,910,920,920,920,920,920,46,0,500.0,430.2262888912715,11.749749999580672,921.7684590003046,110014.13043478261
1771802184,40,GET,/tools.descartes.teastore.webui/category?category=[id]&page=[n],5.500000,0.000000,280,290,500,570,570,580,580,580,580,580,580,41,0,280.0,351.63941146355484,17.859999999927823,913.132833000418,116315.85365853658
1771802184,40,GET,/tools.descartes.teastore.webui/home,2.000000,0.000000,190,260,360,360,900,900,900,900,900,900,900,12,0,45,251.10711449936693,8.363207998627331,904.3681250004738,8905.0
1771802184,40,GET,/tools.descartes.teastore.webui/product?id=[id],2.500000,0.000000,310,550,570,580,580,590,590,590,590,590,590,22,0,300.0,358.19113636352995,39.62620799939032,921.7684590003046,134695.22727272726
1771802184,40,,Aggregated,10.000000,0.000000,280,440,570,580,900,910,920,920,920,920,920,75,0,280.0,337.47608325327747,8.363207998627331,921.7684590003046,104521.4
1771802185,50,GET,/tools.descartes.teastore.webui/category?category=[id]&page=[n],7.666667,0.000000,280,310,390,450,570,570,580,580,580,580,580,66,0,280.0,307.0571110607544,17.859999999927823,913.132833000418,115827.16666666667
1771802185,50,GET,/tools.descartes.teastore.webui/home,1.333333,0.000000,71,190,270,300,900,900,900,900,900,900,900,19,0,71,195.66329605195756,8.363207998627331,904.3681250004738,8905.0
1771802185,50,GET,/tools.descartes.teastore.webui/product?id=[id],4.000000,0.000000,520,580,660,670,710,710,870,870,870,870,870,36,0,510.0,447.0273356944542,39.62620799939032,921.7684590003046,135695.97222222222
1771802185,50,,Aggregated,13.000000,0.000000,280,420,550,580,710,910,910,920,920,920,920,121,0,280.0,331.20955404956476,8.363207998627331,921.7684590003046,104949.11570247934
1771802186,60,GET,/tools.descartes.teastore.webui/category?category=[id]&page=[n],9.250000,0.000000,200,280,310,350,510,570,580,580,580,580,580,87,0,200.0,265.3069238046043,17.859999999927823,913.132833000418,117097.03448275862
1771802186,60,GET,/tools.descartes.teastore.webui/home,3.000000,0.000000,59,71,97,190,300,900,900,900,900,900,900,31,0,59,137.45291670901707,8.363207998627331,904.3681250004738,8905.0
1771802186,60,GET,/tools.descartes.teastore.webui/product?id=[id],5.500000,0.000000,320,570,590,660,710,710,870,870,870,870,870,45,0,310.0,386.4612537555028,39.62620799939032,921.7684590003046,133643.6222222222
1771802186,60,,Aggregated,17.750000,0.000000,180,290,440,520,670,900,910,920,920,920,920,163,0,180.0,274.4386454477161,8.363207998627331,921.7684590003046,101088.71165644172
1771802187,70,GET,/tools.descartes.teastore.webui/category?category=[id]&page=[n],9.250000,0.000000,220,280,320,390,550,570,580,580,580,580,580,89,0,220.0,271.8291324381834,17.859999999927823,913.132833000418,117858.60674157304
1771802187,70,GET,/tools.descartes.teastore.webui/home,3.000000,0.000000,68,120,260,300,360,900,900,900,900,900,900,38,0,64,163.47965360479353,8.363207998627331,904.3681250004738,8905.0
1771802187,70,GET,/tools.descartes.teastore.webui/product?id=[id],5.500000,0.000000,320,570,590,660,710,710,870,870,870,870,870,45,0,310.0,386.4612537555028,39.62620799939032,921.7684590003046,133643.6222222222
1771802187,70,,Aggregated,17.750000,0.000000,190,300,450,520,660,900,910,920,920,920,920,172,0,190.0,277.88241885452385,8.363207998627331,921.7684590003046,97917.26162790698
1771802188,80,GET,/tools.descartes.teastore.webui/category?category=[id]&page=[n],13.000000,0.000000,220,280,320,390,550,570,580,580,580,580,580,89,0,220.0,271.8291324381834,17.859999999927823,913.132833000418,117858.60674157304
1771802188,80,GET,/tools.descartes.teastore.webui/home,4.500000,0.000000,68,120,270,350,450,900,1900,1900,1900,1900,1900,39,0,68,207.06741782002305,8.363207998627331,1863.4024579987454,8905.0
