Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/tools.descartes.teastore.webui/category?category=[id]&page=[n],398,0,29,103.37232598244532,16.27895799902035,2377.1086660017318,117163.57286432161,3.348250129009782,0.0,29,35,41,51,130,510,1300,1900,2400,2400,2400
GET,/tools.descartes.teastore.webui/home,192,0,16,58.00493101041108,8.272999999462627,973.216209000384,8905.0,1.6152362431403973,0.0,16,21,26,32,78,380,730,800,970,970,970
GET,/tools.descartes.teastore.webui/product?id=[id],292,0,47,141.7004185069183,24.70612500110292,2890.1252079995174,130052.58561643836,2.456505119776021,0.0,47,63,93,120,220,910,1200,1500,2900,2900,2900
,Aggregated,882,0,33,106.18554954538811,8.272999999462627,2890.1252079995174,97864.19160997732,7.419991491926201,0.0,33,42,54,67,170,510,1100,1400,2900,2900,2900
