Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1771801773,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1771801774,10,GET,/tools.descartes.teastore.webui/category?category=[id]&page=[n],0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,5,0,720.0,600.0678915996104,26.21033399918815,815.1907909996225,125823.0
1771801774,10,GET,/tools.descartes.teastore.webui/home,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,362.83962500237976,362.83962500237976,362.83962500237976,362.83962500237976,8905.0
1771801774,10,GET,/tools.descartes.teastore.webui/product?id=[id],0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,5,0,820.0,818.6833081992518,815.5356659990503,824.5188750006491,126783.2
1771801774,10,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,11,0,820.0,677.8723294542447,26.21033399918815,824.5188750006491,115630.54545454546
1771801775,20,GET,/tools.descartes.teastore.webui/category?category=[id]&page=[n],0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,14,0,320.0,355.6384492855744,22.19070800128975,815.1907909996225,113424.14285714286
1771801775,20,GET,/tools.descartes.teastore.webui/home,0.000000,0.000000,19,19,270,270,270,270,270,270,270,270,270,4,0,19,166.91366650138661,17.353833001834573,362.83962500237976,8905.0
1771801775,20,GET,/tools.descartes.teastore.webui/product?id=[id],0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,9,0,820.0,583.3186712217058,60.155250001116656,824.5188750006491,125721.11111111111
1771801775,20,,Aggregated,0.000000,0.000000,340,720,720,820,820,820,820,820,820,820,820,27,0,340.0,403.57262951847923,17.353833001834573,824.5188750006491,102038.81481481482
1771801776,25,GET,/tools.descartes.teastore.webui/category?category=[id]&page=[n],0.000000,0.000000,27,33,45,58,86,90,90,90,90,90,90,30,0,34,186.80997083320108,18.22737499969662,815.1907909996225,114798.83333333333
1771801776,25,GET,/tools.descartes.teastore.webui/home,1.000000,0.000000,75,76,77,77,270,270,270,270,270,270,270,9,0,75,106.92898144528347,9.507541999482783,362.83962500237976,8905.0
1771801776,25,GET,/tools.descartes.teastore.webui/product?id=[id],0.000000,0.000000,79,79,100,100,100,100,100,100,100,100,100,12,0,370.0,456.55550691602303,44.80200000034529,824.5188750006491,125477.83333333333
1771801776,25,,Aggregated,1.000000,0.000000,76,300,340,370,820,820,820,820,820,820,820,51,0,76,236.18286354893843,9.507541999482783,824.5188750006491,98624.39215686274
1771801777,25,GET,/tools.descartes.teastore.webui/category?category=[id]&page=[n],5.500000,0.000000,27,31,34,45,76,86,90,90,90,90,90,39,0,31,149.98377458976347,15.356125000835164,815.1907909996225,114076.30769230769
1771801777,25,GET,/tools.descartes.teastore.webui/home,1.500000,0.000000,19,57,76,76,77,270,270,270,270,270,270,13,0,19,78.2441987699153,8.820375001960201,362.83962500237976,8905.0
1771801777,25,GET,/tools.descartes.teastore.webui/product?id=[id],4.000000,0.000000,50,54,60,79,100,100,100,100,100,100,100,18,0,79,318.4713726107778,25.627666000218596,824.5188750006491,127507.94444444444
1771801777,25,,Aggregated,11.000000,0.000000,48,77,300,320,720,820,820,820,820,820,820,70,0,48,179.98609285719536,8.820375001960201,824.5188750006491,97998.34285714285
1771801778,25,GET,/tools.descartes.teastore.webui/category?category=[id]&page=[n],7.000000,0.000000,27,33,42,58,86,110,170,170,170,170,170,49,0,31,130.16939118371775,15.356125000835164,815.1907909996225,114928.87755102041
1771801778,25,GET,/tools.descartes.teastore.webui/home,2.666667,0.000000,17,57,75,76,77,270,270,270,270,270,270,14,0,17,73.437065572112,8.820375001960201,362.83962500237976,8905.0
1771801778,25,GET,/tools.descartes.teastore.webui/product?id=[id],3.333333,0.000000,50,57,62,62,91,100,100,100,100,100,100,24,0,60,251.59299649961517,25.627666000218596,824.5188750006491,127339.95833333333
1771801778,25,,Aggregated,13.000000,0.000000,45,75,100,300,720,820,820,820,820,820,820,87,0,45,154.53621841382187,8.820375001960201,824.5188750006491,101291.31034482758
1771801779,25,GET,/tools.descartes.teastore.webui/category?category=[id]&page=[n],8.000000,0.000000,26,33,45,58,90,150,170,170,170,170,170,60,0,28,115.5639396333451,15.356125000835164,815.1907909996225,115434.9
